Title,Length,Date,Time,Source,Content,Author
MEINUNG; Der gierige Infantino sollte sich schämen,254 words,5 May 2023,BILD,ZBILD,"['MATTHIAS BRÜGELMANN', 'Es ist unfassbar: Stand heute ist die Fußball-WM der Frauen in Australien und Neuseeland tatsächlich nicht im deutschen TV zu sehen. Dabei geht das Turnier schon am 20. Juli los!', 'Der Hauptgrund? Die Gier des arroganten Fifa-Präsidenten Gianni Infantino (53)!', 'Die Angebote der TV-Sender aus Deutschland, England, Spanien, Italien und Frankreich sind ihm nicht gut genug. Er redet wörtlich von einer ""Ohrfeige"" für den Frauenfußball und droht, die Spiele auf der Fifa-Website zu verstecken.', 'Dabei sitzt die Fifa auf dem größten Geldhaufen ihrer Geschichte. Zuletzt wurde ein Gewinn von 1,2 Mrd. Dollar (2019 bis 2022) gemeldet - elfmal höher als erwartet. Und trotzdem scheint er bereit, eine Übertragung der WM in den größten Fußball-Nationen Europas an ein paar Millionen scheitern zu lassen.', 'Wenn Infantino der Frauenfußball wirklich so am Herzen liegen würde, dann würde er sich darüber freuen, dass die reichweitenstärksten Sender ARD und ZDF die Spiele zeigen wollen.', 'Denn das hilft der Entwicklung des Sports am meisten. Er sollte wissen, dass die Anstoßzeiten am deutschen Vormittag zur Folge haben, dass die Rekordzahlen der EM 2022 bei Weitem nicht erreicht werden. Und er könnte sogar ein bisschen Dankbarkeit zeigen, dass die Öffentlich-Rechtlichen die Turniere schon früher gezeigt haben, als sich das Interesse noch sehr in Grenzen hielt.', 'Leider sind Dankbarkeit und Fairplay Fremdworte für den Schweizer. Der geldgierige Infantino trägt seine Machtspielchen mit den TV-Anstalten auf dem Rücken der Fußball-Frauen aus - er sollte sich schämen.']",Matthias Brügelmann
MEINUNG; Kein Zweck heiligt diese Mittel!,138 words,4 May 2023,BILD,ZBILD,"['PETER TIEDE', 'Wir sind ja Lobby-Skandale und Amigo-Affären gewohnt.', ""Aber bei dem, was sich rund ums Wirtschaftsministerium von Robert Habeck und die deutsche Energiewende abzeichnet, geht's ans Eingemachte!"", 'Es wuchert ein Familien-, Amigo- und Lobby-Netzwerk, das ungeheuerliche Fragen aufwirft: Wird die Klima- und Wirtschaftspolitik der Industrienation Deutschland aus dem Ausland beeinflusst? Wie viel Macht hat ein einzelner US-Öko-Lobbyist bei uns?', 'Es ist ganz banal: Politik lebt von Vertrauen, Demokratie von Transparenz. Transparent ist bei Geld und Verquickungen in diesem Fall aber kaum etwas.', 'Und das zerstört Vertrauen.', 'Selbst wenn wir vom Besten ausgehen und die Ziele gute, und die Öko-Akteure ehrlichen Herzens unterwegs sind - auf die Frage, ob der Zweck die Mittel heiligt, kann es in einer Demokratie nur eine Antwort geben: NIEMALS!']",Peter Tiede
KOMMENTAR; Messi versaut's wie Ronaldo,339 words,4 May 2023,BILD,ZBILD,"['WALTER M. STRATEN', 'Ich gebe es zu: Selten habe ich einem einzelnen Spieler so den WM-Titel gewünscht wie Lionel Messi (35) in Katar. Endlich die Krönung seiner wunderbaren Karriere!', 'Und jetzt zieht das Genie mein Gefühl, das ich mit Millionen (vielleicht sogar Milliarden) Fans teile, in den Dreck. Oder besser gesagt: in den Wüstensand!', 'Messi ist nach der 1:3-Pleite von Paris Saint-Germain gegen Lorient - offenbar ohne Erlaubnis des Klubs - abgehauen. PR-Tour mit seiner Familie im Reich des Blutscheichs von Saudi-Arabien, statt bei seinem kriselnden Team zu trainieren.', 'PSG hat Messi intern für zwei Spiele suspendiert.', 'Am Saisonende wird er ohnehin die Katar-Dependance Paris verlassen, mit der er nie richtig warm wurde. Und wo er längst der Buhmann der Ultras ist. Sie pfeifen, wenn sie ihn auf dem Platz sehen.', 'Was für ein unwürdiges Ende einer gescheiterten Fußball-Beziehung!', 'Der siebenmalige Weltfußballer Messi versaut sein Karriereende - genau wie der fünfmalige Titelträger Ronaldo (38).', 'Der provozierte seinen Abgang von Man United durch Ego-Nummern, verschwand z.B. während eines Spiels aus dem Stadion und reklamierte bei der WM auf ganz miese Art ein Tor für sich, weil der Ball vorher angeblich seine Haare gestreichelt hatte. Jetzt gurkt er sich durch die saudische Liga!', 'Und Messi? Kehrt er nach Barcelona zurück? Er hätte unsterblich werden können, wenn er bei seinem damals Fast-Pleite-Heimatklub geblieben wäre und dort für ein symbolisches Gehalt weitergespielt hätte. Leider zog er die Paris-Moneten vor.', 'Treibt beide am Ende nur noch Geld-Gier an? Nach der gestern veröffentlichten Forbes-Liste sind Ronaldo (123 Mio. Euro pro Jahr) und Messi (117 Mio.) die höchstbezahlten Sportler der Welt.', 'Sollte Messi nun auch nach Saudi-Arabien wechseln, könnte er Ronaldo vielleicht sogar in der Geld-Tabelle überholen. Für mich wäre er dann der größte Absteiger des Weltfußballs.', 'Lionel Messi im Paris-Trikot. 2021 war er ablösefrei aus Barcelona gekommen. In 71 Pflichtspielen erzielte er 31 Tore und bereitete 34 weitere vor Foto: PA ']",Walter M. Straten
"MEINUNG; Wie der Staat Brände löscht, die er selbst gelegt hat",244 words,2 May 2023,BILD,ZBILD,"['ROBERT SCHNEIDER', 'Am Wochenende in den ""heute""-Nachrichten: Erst kündigt Wirtschaftsminister Habeck eine Strompreisbremse für die Industrie an, wenige Minuten später verspricht SPD-Chef Klingbeil Nachbesserungen zur sozialen Abfederung im Heizungsgesetz aus dem Hause Habeck an. Klingt gut, ist es aber nicht. Denn in beiden Fällen kleistert der Staat mit Millionen und Milliarden an Steuergeld die Versäumnisse und Fehlkonstruktionen der eigenen Politik zu.', 'Die Wettbewerbsfähigkeit der deutschen Industrie hat niemand anderes als eben dieser Staat mit der verkorksten Energiewende in den vergangenen zwei Jahrzehnten in die Gefahr gebracht, aus der Habeck sie jetzt mit einem staatlich garantierten Strompreis retten will. Und die Nöte der Hauseigentümer und Mieter mit der Heizung hat Habeck mit seinem vermurksten Heizungsgesetz höchstselbst so stark geschürt, dass es im Volk zu brodeln begann und dass jetzt abgefedert werden muss - koste es, was es wolle!', 'Eigentlich ist es Irrsinn, aber der Staat liebt das: Die Wirtschaft abhängig von Subventionen und die Bürger von Transferzahlungen. Denn so züchtet er Abhängigkeit und Dankbarkeit - und wird am Ende übermächtig. Doch für den deutschen Heizungsbau-Champion Viessmann kommt Habecks Industrie-Strompreis zu spät und auch für den Mittelständler Vaillant, der gerade in der Slowakei eine Wärmepumpen-Megafabrik hochzieht - um nur zwei Beispiele zu nennen.', 'Der industrielle Exodus aus Deutschland wird weitergehen. Denn bei uns sind nicht nur die Energiepreise weltrekordverdächtig, sondern auch Steuern und Bürokratie. Das lässt sich weder deckeln noch abfedern.']",ROBERT SCHNEIDER
MEINUNG; Stoppt den grünen Klüngel!,121 words,29 April 2023,BILD,ZBILD,"['ZARA RIFFLER', 'In Robert Habecks Ministerium hat ein ""Familien-Clan"" in bedenklicher Weise die Oberhand gewonnen.', 'Staatssekretäre sind verschwägert. Familienmitglieder arbeiten in geförderten Klimalobby-Organisationen. Die wiederum: beraten Habeck, bearbeiten Studien, erstellen Gutachten - und vor allem: wirken bei Gesetzesvorhaben mit!', 'Obendrein wird ein Graichen-Trauzeuge ""zufällig"" Chef von genau jener Energie-Agentur, die als Bundeseigentum zu über 70 Prozent Aufträge vom Habeck-Ministerium selbst bekommt.', 'Zufall oder Sumpf? Es erscheint schon fast wie ein ausgeklügeltes System, das installiert wurde, um mutmaßlich ideologische Vorstellungen durchzubringen.', 'Der Verdacht wiegt sehr schwer: Treibt hier ein Familien-Clan unter dem Deckmantel des Bundeswirtschaftsministeriums die umstrittene Energiewende voran?', 'Robert Habeck hat keine Alternative: Er muss die Graichen-Family rausschmeißen!']",ZARA RIFFLER 
MEINUNG; Auch mal ans Sparen denken!,140 words,28 April 2023,BILD,ZBILD,"['ROMAN EICHINGER', 'Strom und Benzin, Heizung und Lebensmittel. Alles wird teurer. Und jetzt sollen nach den Beiträgen für die Pflegeversicherung auch noch die für die Krankenkassen steigen. Schon wieder.', 'Heißt für Millionen Kassenpatienten: Weniger netto vom brutto. Der normale Arbeitnehmer ist der Dumme.', 'Muss das sein?', 'Klar, gute Ärzte kosten Geld und sind lebenswichtig. Aber: Warum wird bei den Krankenkassen nicht viel stärker über Einsparungen diskutiert?', 'Einfaches Beispiel: Die meisten Kassenpatienten wissen gar nicht, was ihr Arzt für welche Behandlung abrechnet. Ist ja auch egal, zahlt ja die Allgemeinheit.', 'Aber warum gibt es nicht nach JEDEM Arztbesuch eine Übersicht über erbrachte Leistungen und Kosten, die der Patient quittieren muss?', 'Volle Transparenz im Gesundheitssystem - von der Rechnung beim Arzt oder Apotheker bis zum Verwaltungsaufwand - das wäre zumindest mal ein Anfang.', 'Und kostet wenig.']",ROMAN EICHINGER
MEINUNG; Eine Rebellion gegen Habeck!,153 words,27 April 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Die Wärmepumpe ist DAS Symbol für die Klimapolitik von Robert Habeck.', 'Sie soll künftig in Millionen Häusern schnurren: Wärme ""Made in Germany"". Gerade jetzt verkauft die hessische Firma Viessmann die Wärmepumpen-Sparte an einen US-Investor.', 'Klar ist: Jeder Unternehmer kann frei entscheiden, wo er produzieren will, an wen er Firmenteile verkauft.', 'Diese Freiheit ist meist gut für die Verbraucher! Im Fall Viessmann ist sie zugleich eine Rote Karte für Habeck!', 'Der Verkauf zeigt: Der Wirtschaft fehlt zunehmend die Kraft für diesen Wirtschaftsminister. Habeck strapaziert das Land in einer Weise, die ihresgleichen sucht. Die zig Milliarden, die Firmen und Verbraucher in die Energiewende stecken müssen, können viele einfach nicht mehr stemmen.', 'Mit dem Wärmepumpen-Verkauf rebelliert Viessmann gegen Habecks Politik. Weitere Unternehmen werden folgen.', 'Es ist eine Binsenweisheit: Wer wirksamen Klimaschutz will, braucht eine starke Wirtschaft. Leider setzt Habeck beides aufs Spiel!']",Jan W. Schäfer
MEINUNG; Mehr Zuversicht fürs Alter!,133 words,26 April 2023,BILD,ZBILD,"['LYDIA ROSENFELDER', 'Wir leben in einer Gesellschaft, die Pflegebedürftigkeit und Tod lieber ausblendet.', 'Das geht jetzt nicht mehr!', 'Die Pflegeversicherung bricht in absehbarer Zeit zusammen. Immer mehr Menschen spüren schmerzhaft, wie teuer Altwerden sein kann. Weil die Pflegeversicherung eben nur einen Teil der Kosten abdeckt.', 'Die Politik hat es jahrelang versäumt, das klar zu benennen: Es können nicht immer weniger Junge immer mehr Alte versorgen.', 'Wird die Ampel es schaffen, auf den schnellen Beifall zu verzichten - zugunsten einer generationengerechten Pflegefinanzierung?', 'Die Absicht ist da, aber die Umsetzung lahmt. Und so steigen die Kosten für Beitragszahler und Pflegebedürftige steil an.', 'Mögliche Lösung: Eine Vollversicherung, zur Hälfte getragen vom Arbeitgeber.', 'Klar ist jedenfalls: Wir brauchen einen großen Wurf!', 'Denn wir brauchen in Deutschland dringend mehr Zuversicht fürs Alter.']",Lydia Rosenfelder
MEINUNG; Kopf aus dem Sand!,138 words,24 April 2023,BILD,ZBILD,"['PETER TIEDE', 'Landauf, landab klagen Bürgermeister und Landräte aller (!) Parteien: WIR KÖNNEN NICHT MEHR!', 'Ja, wir wollen und müssen helfen. Aber die Stimmung ist kurz vor dem Kipppunkt. Weil die Bundespolitik Kommunen, Länder, Sozialtöpfe und die übergroße Mehrheit der hilfsbereiten Deutschen überfordert durch den unbegrenzten Zuzug illegaler Migranten!', 'In Ampel-Berlin hangeln sie sich blauäugig und feige durch den Hochseilgarten der Ausreden. Migrationsgipfel folgt Migrationsgipfel. Botschaft: Wir haben das Ohr auf der Schiene! Blöd nur: so lange bis der Zug da ist … Dabei ist es einfach.', 'Solange die EU-Außengrenzen nur halbherzig gesichert sind: Grenzkontrollen!', 'Anreize runter: Bargeld nur bei Bleiberecht. Verteilung auf Kommunen nur bei Bleibeperspektive. Wer schon in einem anderen EU-Land war: zurückschieben.', 'Unsere Asyl-Politik nach dem Motto ""Kopf in den Sand"" darf keinen Tag länger andauern!']",Peter Tiede
MEINUNG; Merz hat zwei Probleme,161 words,22 April 2023,BILD,ZBILD,"['FLORIAN KAIN', 'Dieser Vorstoß der treuesten Gesellen von CDU-Chef Friedrich Merz kommt gefühlt zur Unzeit: Nichts brauchen Deutschland und die Union aktuell weniger als eine Debatte um den nächsten Kanzlerkandidaten.', 'Es dürfte aber kein Zufall sein, dass führende CDU-Leute sie schon jetzt eröffnen. Denn natürlich kann, will und wird sich Friedrich Merz den Anspruch auf die Kanzlerkandidatur nicht nehmen lassen. Jedenfalls, solange auch nur der Hauch einer Chance besteht, dass er nach der Bundestagswahl 2025 tatsächlich ins Kanzleramt einziehen kann.', 'Doch Merz hat zwei Probleme.', 'Problem eins: Ausgerechnet seine Fans in der Partei, die sich von ihm ""klare Kante"" gewünscht hatten und jetzt oft nur Wischi-Waschi bekommen, sind mehr und mehr enttäuscht. Problem zwei: CSU-Chef Markus Söder dürfte seine Ambitionen nicht aufgegeben haben. Ein Top-Ergebnis bei der Landtagswahl in Bayern im Herbst könnte ihm entscheidenden Aufwind geben.', 'Die Merz-Leute in der Fraktion wollen dem offenbar vorbauen - zur Unzeit.']",Florian Kain
"MEINUNG; Bitter, aber notwendig!",134 words,21 April 2023,BILD,ZBILD,"['KARINA MÖSSBAUER', 'Vielen mag der CDU-Vorstoß zur Rente ungerecht erscheinen. Aber: Der Vorschlag ist richtig! Seit Jahren gerät die gesetzliche Rente aus dem Gleichgewicht. Immer weniger Beitragzahler finanzieren immer mehr Rentner. Diese Rechnung geht nicht mehr auf!', 'Schon jetzt fließen 120 Milliarden Euro, ein Viertel des Bundeshaushalts, in die Rente!', 'Wer da weiter mit der wohlfeilen Parole ""Die Rente ist sicher"" um Wähler wirbt, versündigt sich an heranwachsenden Generationen.', 'Sie werden die Rechnung zahlen: über höhere Beiträge, ein niedrigeres Rentenniveau oder noch mehr Steuerzuschüsse.', 'Staatspolitische Verantwortung ist auch, über die nächsten Wahlen hinaus langfristig zu denken und zu handeln.', 'Der CDU-Ansatz, mit steigender Lebenserwartung auch länger zu arbeiten, wird für viele Diskussionen sorgen.', 'Trotzdem traut sich die Partei, das Tabu-Thema Rente jetzt anzupacken. Gut so!']",KARINA MÖSSBAUER 
MEINUNG; Sprengstoff für den Sozialstaat!,138 words,20 April 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Selten barg ein Regierungsbeschluss so viel soziale Sprengkraft: Das Heiz-Gesetz von Robert Habeck hat das Zeug, das Vertrauen von Millionen Bürgern in diesen Staat zu zerstören.', 'Das Gesetz ist zu kompliziert, zu teuer - und wird viele Häuschen-Besitzer und Mieter finanziell überfordern.', 'Was am meisten beunruhigt: Die massive Kritik von Experten an Habecks Heizungsplänen ist im Berliner Regierungsviertel nahezu ungehört verhallt.', 'Ohropax statt Ohren auf - so macht die Ampel Politik gegen die eigene Bevölkerung!', 'Dass FDP-Minister das Heiz-Gesetz mit beschließen und gleichzeitig dagegen protestieren, setzt dem Irrsinn die Krone auf!', 'Jetzt ist der Bundestag gefordert:', 'Die Abgeordneten müssen das Gesetz so schleifen, dass es für die Bürger funktioniert - und dem Klimaschutz hilft.', 'Sonst geht die selbst ernannte Fortschrittskoalition als Abrissbirne in die Geschichtsbücher ein.']",Jan W. Schäfer
MEINUNG; Bildung muss endlich Priorität werden,206 words,19 April 2023,BILD,ZBILD,"['SARAH MAJORCZYK*', 'Wird ein Kind heute geboren, dann weiß man, wie groß seine Chance ist, aufs Gymnasium zu kommen.', 'Ohne dass dieses Kind je ein Wort gesprochen, je ein Talent entfaltet hat. Meine Kinder werden dieses Glück wohl haben.', 'Warum? Weil darüber vor allem der soziale Hintergrund der Eltern entscheidet: Einkommen und Bildung. Das zeigt erschreckend deutlich der Chancenmonitor von ifo-Institut und ""Ein Herz für Kinder"" - eine große Studie, die wir jetzt vorgestellt haben.', 'Beim Thema Bildung gibt es aber zu viel, hinter dem man sich verstecken kann: Floskeln und Föderalismus zum Beispiel. Deshalb tut sich seit Jahrzehnten zu wenig! Warum sorgen wir nicht dafür, dass beispielsweise wirklich alle Kinder früh und flächendeckend in Kitas gefördert werden - und das am besten in jedem Bundesland gleich gut?', 'Lasst uns doch in einer Stadt ""einfach"" mal damit anfangen.', 'Und dann arbeiten wir uns weiter vor. Meine Söhne gehen in die Kita - aber sie werden auch zu Hause gefördert. Kinder, die es daheim schwerer haben, brauchen diese Förderung aber doch erst recht.', 'Nichts darf wichtiger sein, als dass unsere Kinder alle Chancen bekommen.', '* Sarah Majorczyk (39) ist Vorsitzende der BILD-Hilfsorganisation ""Ein Herz für Kinder"" und Mutter von zwei Kindern']",Sarah Majorczyk
MEINUNG; Verdrehte Fakten wie bei Trump,152 words,17 April 2023,BILD,ZBILD,"['MARION HORN', 'Nach 50 Jahren Kampf gegen die Atomkraft gingen Samstag tatsächlich die letzten drei Meiler vom Netz.', '""Gut fürs Klima und die Steuerzahler*innen"" jubelt Grünen-Fraktionschefin Katharina Dröge. Auch Grünen-Urgestein Jürgen Trittin behauptet auf Twitter keck, das AKW-Aus schütze das Klima.', ""Schön wär's. Das Gegenteil ist wahr. Die Fakten so zu verdrehen, finde ich unerträglich."", 'Das hat was von Trumps alternativen Fakten und orwellschem Neusprech. Das ist eine Beleidigung des Intellekts und des rationalen Denkens. Wahr ist: Die Grünen bewerten die Risiken eines deutschen AKWs offenbar höher als den Umweltdreck, den die weiter laufenden Kohlekraftwerke dem Klima antun. Laut Experten mehr als 500 000 Tonnen CO2 pro Tag. Plus Stickoxide. Plus Feinstaub. Wenn es wirklich ums Klima gehen würde, dann hätten wir jetzt die Kohlekraftwerke abgeschaltet und nicht die AKWs.', 'Man sollte ""Klimabewegung"" ab jetzt besser in Anführungszeichen schreiben.']",MARION HORN
MEINUNG; Meine Mutter ist in Sorge,326 words,15 April 2023,BILD,ZBILD,"['MARION HORN', '""Ich mache mir Sorgen, was ist da denn nur los, wo du arbeitest?"" - So hat mir meine Mutter gestern geschrieben. Solche und ähnliche Nachrichten haben viele meiner Kollegen bekommen.', 'Die Veröffentlichung von privaten Nachrichten unseres Vorstandschefs verunsichern das BILD-Team, unsere Familien, Freunde und unsere Leser. Viele sind wütend, weil er sich z. B. respektlos über Ostdeutsche geäußert hat. Mir gefällt das auch nicht.', 'Ich bin seit einem Monat Vorsitzende der BILD-Chefredaktionen, war davor lange Chefredakteurin der BamS. In den über 20 Jahren bei Axel Springer haben mir viele Menschen versucht einzuflüstern, worüber BILD oder BamS schreiben solle. Politiker, Manager, Aktivisten, Prominente. Die Frage ist, wie ein BILD-Chef damit umgeht. Ich lasse mir von niemandem sagen, was BILD zu schreiben hat. Ich kenne in diesem Haus auch keinen Journalisten, der das tut. Ich erfahre als Journalistin bei Axel Springer vom ersten Tag an immer die absolute journalistische Freiheit. BILD lebt von der harten Debatte. Wir diskutieren über die Themen, die Deutschland bewegen. Wir streiten über unsere Geschichten und Schlagzeilen und Kommentare. Das ist die Meinungsfreiheit, die wir leben und die für unsere Demokratie so wichtig ist.', 'Und natürlich diskutieren wir auch in der Redaktion kontrovers über die SMS-Schnipsel, die jetzt genüsslich von Mitbewerbern veröffentlicht werden. Was mich am meisten ärgert: Der Tenor mancher Berichte diskreditiert die Arbeit der exzellenten Journalisten bei BILD. Das ist mies.', 'Jeder weiß, wofür BILD steht. Wir leben unsere Werte und Leitsätze. Unser erster Grundsatz ist das Eintreten für die Freiheit. Das bedeutet auch, dass BILD frei darin ist, so zu berichten, wie BILD es für richtig hält. Und diese Freiheit verteidigt Mathias Döpfner jeden Tag, auch gegen Widerstände aus Politik, Wirtschaft und Kultur. Ja, Mathias Döpfner hat Sätze gesimst, die so wie sie dastehen, absolut nicht in Ordnung sind. Aber das ist nicht, was wir bei BILD oder in diesem Verlag denken. Eigentlich ist eine Entschuldigung fällig, Chef!']",MARION HORN
MEINUNG; Chance auf Versöhnung vertan,105 words,14 April 2023,BILD,ZBILD,"['TANJA MAY', 'Ich hätte gewettet, dass Meghan sich die Krönung, dieses Top-Ereignis, und die weltweite Aufmerksamkeit, nicht entgehen lässt.', 'Sie pokerte mit dem Palast, stellte Bedingungen und bekam scheinbar nicht, was sie haben wollte.', 'Jetzt zieht sie ihren Trumpf: Meghan bleibt in Kalifornien! Und enthält König und Großvater Charles seine Enkelkinder vor an diesem für ihn so wichtigen Tag.', 'Und: König Charles III. wünschte sich (trotz aller Gemei nheiten seines Sohnes und seiner Schwiegertochter) nichts seh nlicher als eine Versöhnung seiner Söhne. Chance vertan…', 'Meghan zeigt wieder einmal: In ihrer Welt dreht sich alles nur um Meghan.']",TANJA MAY 
MEINUNG; Nicht wegducken!,110 words,14 April 2023,BILD,ZBILD,"['Bis zu 200 Euro mehr Miete - pro Monat!', 'Diese Schockzahl wird bittere Realität, wenn das Heiz-Gesetz der Ampel wie von Robert Habeck geplant durchgeht.', 'Eine Notbremse für Millionen Mieter fehlt komplett! Damit haben die Besitzer von Häusern und Wohnungen freie Bahn für saftige Preiserhöhungen. Gerade SPD-Kanzler Olaf Scholz müsste wissen: Das ist sozialer Sprengstoff!', 'Deshalb darf sich der Regierungschef nicht länger wegducken und seinen grünen Wirtschaftsminister nicht einfach so weiterwursteln lassen. Das Problem ist seit Wochen bekannt. Es braucht ein Kanzler-Machtwort!', 'Wenn Mieter wegen Zwangssanierungen fürs Klima um ihr Zuhause fürchten müssen, dann stimmt etwas nicht im Ampel-Land Deutschland.', ""Pack's an, Kanzler!""]",
MEINUNG; Bosse müssen bei Mané durchgreifen!,174 words,13 April 2023,BILD,ZBILD,"['MATTHIAS BRÜGELMANN', 'Auch von BILD sind die Bayern-Bosse für den Überraschungs-Transfer von Sadio Mané (31) gefeiert worden. Die Realität ist nach einem Super-Start mit vier Toren in vier Spielen ernüchternd.', 'Der Ex-Liverpooler ist seit Monaten entweder verletzt oder formschwach - aber immer frustriert. Dass er nach der Man-City-Pleite in der Kabine Sané geschlagen hat, ist ein Skandal!', 'Wieder schaut jetzt alles auf die Vorstände Oliver Kahn (53) und Hasan Salihamidzic (46), die sich bei Julian Nagelsmann (35) für die harte Tour entschieden hatten.', 'Kommt Mané mit einer öffentlichen Entschuldigung davon? Gibt es eine Geldstrafe, die einem mehrfachen Millionär aber nicht wirklich wehtut? Oder greifen sie durch?', 'Das richtige Signal wäre, ihn mindestens beim nächsten Bundesliga-Spiel gegen Hoffenheim aus dem Kader zu streichen.', 'Denn Erfolg ist nicht nur eine Frage des Trainers, sondern auch der Disziplin. Und da scheint es in Anbetracht von Neuers verhängnisvoller Ski-Tour, Gnabrys Gucci-Trip nach Paris und Kabinenschläger Mané Nachholbedarf beim FC Bayern zu geben.']",Matthias Brügelmann
MEINUNG; Runter mit den Gebühren!,151 words,12 April 2023,BILD,ZBILD,"['HANS-JÖRG VEHLEWALD', 'Die ""Senderfamilie"" der Öffentlich-Rechtlichen kostet uns alle jedes Jahr 8,4 Milliarden Euro - Tendenz steigend!', 'Dafür bieten ARD und ZDF uns auf rund 90 (!) TV- und Radio-Kanälen Infos, Musik, Spiele - das immer Gleiche wird überall neu aufgekocht.', 'Manches ist gut gemacht. Anderes überflüssig, belehrend, sprachpolizeilich und auffallend regierungstreu. Darauf achten schon die 16 Länder-Regenten und ihre Aufpasser in den Greminen.', 'ABER: Den Millionen Gebührenzahlern, die sich all das ansehen sollen, ist diese ""Senderfamilie"" viel, viel zu teuer. Rund 80 Prozent möchten weniger oder nichts für den Service zahlen, den sie NIE bestellt haben. Fragt sich, ob die Verantwortlichen bei ARD und ZDF diese Massen an Sendeminuten wirklich noch für ihre Zuschauer produzieren. Oder zunehmend dafür, dass ihr Job, ihr Posten als Abteilungsleiter, Direktor oder Intendant sicher bleibt.', 'Das ganze Land muss sparen. Also: Runter mit den Gebühren!']",Hans-Jörg Vehlewald
MEINUNG; AKW-Aus ist historischer Fehler!,154 words,11 April 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Es ist eine historische Woche - die mit einer historischen Fehlentscheidung enden wird: Am Samstag gehen die letzten deutschen Kernkraftwerke vom Netz.', 'Mit dem AKW-Aus schadet die Ampel-Regierung Deutschland gleich doppelt!', ""Künftig muss noch mehr dreckige Kohle verfeuert werden, wenn die Sonne nicht ausreichend scheint und der Wind nicht bläst. Das ist schlecht fürs Klima. Und für das Ansehen Deutschlands in der Welt. Die Botschaft lautet: Klimaschutz nur dann, wenn's der eigenen Partei-Basis passt."", 'Was für ein Polit-Egoismus!', 'Dabei sagt schon der gesunde Menschenverstand: Wer immer mehr sauberen Strom benötigt, muss auch immer mehr sauberen Strom selbst herstellen. Auch mit Kernkraftwerken.', 'Das Atom-Aus am Samstag kann daher nur ein Zwischenschritt sein. Wenn weltweit immer neue und extrem sichere Reaktoren entstehen, darf Deutschland nicht abseits stehen. Nach dem Motto: Nach dem AKW-Aus ist vor dem AKW-Bau!']",Jan W. Schäfer
MEINUNG; In Gedanken schon in Hessen,154 words,8 April 2023,BILD,ZBILD,"['FLORIAN KAIN', 'Was ist nur mit Nancy Faeser los?', 'Während Kommunen und Ländern in der Flüchtlingskrise das Wasser bis zum Hals steht, kommt die Innenministerin jeden Tag mit einem anderen Vorstoß um die Ecke.', 'Sie fabuliert von Messerverboten in Bussen und Bahnen, von denen kein Experte weiß, wie sie kontrolliert werden könnten.', 'Sie will eine Entschärfung des Sexualstrafrechts. Und sie lehnt jede Begrenzung der Migration weiter stur ab - und gleichzeitig noch zusätzliche Hilfen für die völlig überforderten Landräte. Nach dem Motto: Die haben schon genug gekriegt.', 'Das klingt nach Realitätsverlust, könnte aber auch ein Fall von akuter Bocklosigkeit auf ihren aktuellen Job sein. Faeser scheint in Gedanken schon halb bei der Wahl in Hessen zu sein, die sie im Herbst gewinnen will. Mit der wachsenden Kritik an ihrem Migrationskurs könnte das ein schwieriges Unterfangen werden.', 'Herr Scholz, bitte übernehmen Sie - beim nächsten Migrationsgipfel am 10. Mai!']",Florian Kain
MEINUNG; RTL hat seine Chance vertan,125 words,8 April 2023,BILD,ZBILD,"['TANJA MAY', 'BILD-SHOWCHEFIN', 'Es wäre so einfach gewesen.', 'Weniger Trash-TV, dafür mehr Niveau, mehr Frauenpower und mehr Familienfernsehen. Jetzt steht endgültig fest: RTL hat seine Chance vertan!', 'Das mit modern und zeitgemäß wird nix mehr. RTL huldigt lieber Vorzeige-Macho Dieter Bohlen (69) und erlaubt ihm einfach alles.', 'Zum 70. Geburtstag nächstes Jahr im Februar schenkt der Sender dem Dieter eine neue Staffel DSDS. Natürlich mit Kumpel Pietro Lombardi (30) an der Seite. Katja und Leony müssen gehen. Stattdessen wünscht sich der ""Hit-Gigant"" zwei ""reifere"" Frauen, die ihm nach dem Mund reden und vor denen er sich nicht fürchten muss.', 'RTL, das ist armselig!', 'Dieter Bohlen (r.) tauscht fast die komplette DSDS-Jury aus ']",TANJA MAY 
MEINUNG; Dienst an Deutschland,116 words,5 April 2023,BILD,ZBILD,"['KARINA MÖSSBAUER', 'Boris Pistorius war angetreten mit einem Versprechen: die Bundeswehr wieder zu einer schlagkräftigen Armee zu machen. Und dazu den schwerfälligen Apparat zu entschlacken.', 'Knapp zwei Monate nach Amtsantritt setzt Pistorius seine Ankündigungen um.', 'Er will den Wasserkopf abbauen. Heißt: Führungsstrukturen verschlanken.', 'Das ist ein mutiger Schritt.', 'Zwangsläufig macht man sich mit Kürzungen im eigenen Geschäftsbereich jede Menge Feinde. Ein Grund, der Politiker zu oft davon abhält, notwendige Reformen anzugehen.', 'Umso mehr Respekt verdient es, dass Pistorius offenbar unerschrocken den überfälligen Umbau wagt. Dies werden ihm nicht nur die Soldaten danken.', 'In Zeiten von Krieg in Europa muss das Verteidigungsministerium funktionieren!', 'Pistorius dient damit, wie seine Truppe auch, Deutschland.']",KARINA MÖSSBAUER 
